num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,latitud,longitud,geometry,hora_minutos,cluster,street_name
2024S014212,22/04/2024,1900-01-01 06:30:00,"PASEO. CASTELLANA, 263",263,8,FUENCARRAL-EL PARDO,Alcance,,Turismo,Conductor,De 60 a 64 años,Hombre,,,441887.0,4481280.0,N,,40.48017596738056,-3.6856253672831922,POINT (-3.6856253672831922 40.48017596738056),390,608,hospital la paz
2024S014213,21/04/2024,1900-01-01 11:57:00,"AUTOV. M-30, 12RF00",12RF00,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,442028.0,4470536.0,N,,40.383398646051745,-3.6829820098743196,POINT (-3.6829820098743196 40.383398646051745),717,1208,avenida de la paz
2024S014213,21/04/2024,1900-01-01 11:57:00,"AUTOV. M-30, 12RF00",12RF00,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Turismo,Conductor,Desconocido,Hombre,,,442028.0,4470536.0,N,,40.383398646051745,-3.6829820098743196,POINT (-3.6829820098743196 40.383398646051745),717,1208,avenida de la paz
2024S014213,21/04/2024,1900-01-01 11:57:00,"AUTOV. M-30, 12RF00",12RF00,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Turismo,Pasajero,De 60 a 64 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,442028.0,4470536.0,N,,40.383398646051745,-3.6829820098743196,POINT (-3.6829820098743196 40.383398646051745),717,1208,avenida de la paz
2024S014215,22/04/2024,1900-01-01 07:45:00,"AUTOV. A-3, +00400E",+00400E,14,MORATALAZ,Alcance,,Furgoneta,Conductor,De 60 a 64 años,Hombre,,,443958.0,4473045.0,N,,40.40613324054946,-3.6604664854129383,POINT (-3.6604664854129383 40.40613324054946),465,544,autovía del este
2024S014215,22/04/2024,1900-01-01 07:45:00,"AUTOV. A-3, +00400E",+00400E,14,MORATALAZ,Alcance,,Turismo,Conductor,De 30 a 34 años,Mujer,,,443958.0,4473045.0,N,,40.40613324054946,-3.6604664854129383,POINT (-3.6604664854129383 40.40613324054946),465,544,autovía del este
2024S014216,22/04/2024,1900-01-01 07:10:00,AVDA. REAL DE PINTO / CALL. SAN CESAREO,81,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,439716.0,4465529.0,N,,40.338128782098075,-3.709745091596808,POINT (-3.709745091596808 40.338128782098075),430,374,av. real de pinto - punto limpio reciclaje
2024S014216,22/04/2024,1900-01-01 07:10:00,AVDA. REAL DE PINTO / CALL. SAN CESAREO,81,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,14.0,Sin asistencia sanitaria,439716.0,4465529.0,N,,40.338128782098075,-3.709745091596808,POINT (-3.709745091596808 40.338128782098075),430,374,av. real de pinto - punto limpio reciclaje
2024S014217,22/04/2024,1900-01-01 08:15:00,"CALL. MARQUES DE VIANA, 15",15,6,TETUÁN,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 40 a 44 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,440684.0,4479180.0,N,,40.46117327594803,-3.699621178862162,POINT (-3.699621178862162 40.46117327594803),495,962,calle del marqués de viana
2024S014217,22/04/2024,1900-01-01 08:15:00,"CALL. MARQUES DE VIANA, 15",15,6,TETUÁN,Alcance,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,440684.0,4479180.0,N,,40.46117327594803,-3.699621178862162,POINT (-3.699621178862162 40.46117327594803),495,962,calle del marqués de viana
2024S014218,22/04/2024,1900-01-01 08:49:00,PASEO. CASTELLANA / CALL. MANUEL DE FALLA,150,5,CHAMARTÍN,Colisión lateral,Despejado,Furgoneta,Conductor,De 40 a 44 años,Hombre,14.0,Sin asistencia sanitaria,441478.0,4478577.0,N,,40.455797492348474,-3.6902011517737194,POINT (-3.6902011517737194 40.455797492348474),529,956,castellana-san germán
2024S014218,22/04/2024,1900-01-01 08:49:00,PASEO. CASTELLANA / CALL. MANUEL DE FALLA,150,5,CHAMARTÍN,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 25 a 29 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441478.0,4478577.0,N,,40.455797492348474,-3.6902011517737194,POINT (-3.6902011517737194 40.455797492348474),529,956,castellana-san germán
2024S014219,22/04/2024,1900-01-01 09:00:00,CALL. RIVAS / CTRA. M-203,39,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Furgoneta,Conductor,De 30 a 34 años,Hombre,14.0,Sin asistencia sanitaria,450790.0,4471551.0,N,,40.393106087914006,-3.5798386601812293,POINT (-3.5798386601812293 40.393106087914006),540,33,calle de rivas
2024S014219,22/04/2024,1900-01-01 09:00:00,CALL. RIVAS / CTRA. M-203,39,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,Conductor,De 45 a 49 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,450790.0,4471551.0,N,,40.393106087914006,-3.5798386601812293,POINT (-3.5798386601812293 40.393106087914006),540,33,calle de rivas
2024S014220,22/04/2024,1900-01-01 07:35:00,AVDA. DEMOCRACIA / AVDA. COMUNIDADES,60,19,VICÁLVARO,Colisión lateral,Despejado,Furgoneta,Conductor,De 45 a 49 años,Hombre,,,447689.0,4471945.0,N,,40.396466515844025,-3.6164079898634327,POINT (-3.6164079898634327 40.396466515844025),455,133,avenida de la democracia
2024S014220,22/04/2024,1900-01-01 07:35:00,AVDA. DEMOCRACIA / AVDA. COMUNIDADES,60,19,VICÁLVARO,Colisión lateral,Despejado,Furgoneta,Conductor,De 55 a 59 años,Hombre,,,447689.0,4471945.0,N,,40.396466515844025,-3.6164079898634327,POINT (-3.6164079898634327 40.396466515844025),455,133,avenida de la democracia
2024S014221,22/04/2024,1900-01-01 09:00:00,"CALL. CAMPO REAL, 26",26,6,TETUÁN,Atropello a persona,Despejado,Furgoneta,Conductor,De 65 a 69 años,Hombre,14.0,Sin asistencia sanitaria,439846.0,4479002.0,N,,40.459509538693446,-3.709487648754929,POINT (-3.709487648754929 40.459509538693446),540,-1,calle de ofelia nieto
2024S014221,22/04/2024,1900-01-01 09:00:00,"CALL. CAMPO REAL, 26",26,6,TETUÁN,Atropello a persona,Despejado,Furgoneta,Peatón,De 25 a 29 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,439846.0,4479002.0,N,,40.459509538693446,-3.709487648754929,POINT (-3.709487648754929 40.459509538693446),540,-1,calle de ofelia nieto
2024S014222,22/04/2024,1900-01-01 08:08:00,PASEO. CASTELLANA / CALL. JUAN HURTADO DE MENDOZA,200,5,CHAMARTÍN,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 25 a 29 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,441529.0,4479251.0,N,,40.46187276549135,-3.689661792418889,POINT (-3.689661792418889 40.46187276549135),488,994,castellana-rosario pino
2024S014222,22/04/2024,1900-01-01 08:08:00,PASEO. CASTELLANA / CALL. JUAN HURTADO DE MENDOZA,200,5,CHAMARTÍN,Alcance,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,14.0,Sin asistencia sanitaria,441529.0,4479251.0,N,,40.46187276549135,-3.689661792418889,POINT (-3.689661792418889 40.46187276549135),488,994,castellana-rosario pino
2024S014223,22/04/2024,1900-01-01 09:30:00,"CALL. OLIVA DE PLASENCIA, 4",4,10,LATINA,Atropello a persona,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14.0,Sin asistencia sanitaria,433865.0,4470051.0,N,,40.37842164334367,-3.7790940227166514,POINT (-3.7790940227166514 40.37842164334367),570,-1,calle de oliva de plasencia
2024S014223,22/04/2024,1900-01-01 09:30:00,"CALL. OLIVA DE PLASENCIA, 4",4,10,LATINA,Atropello a persona,Despejado,Turismo,Peatón,De 40 a 44 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,433865.0,4470051.0,N,,40.37842164334367,-3.7790940227166514,POINT (-3.7790940227166514 40.37842164334367),570,-1,calle de oliva de plasencia
2024S014223,22/04/2024,1900-01-01 09:30:00,"CALL. OLIVA DE PLASENCIA, 4",4,10,LATINA,Atropello a persona,Despejado,Turismo,Peatón,Más de 74 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,433865.0,4470051.0,N,,40.37842164334367,-3.7790940227166514,POINT (-3.7790940227166514 40.37842164334367),570,-1,calle de oliva de plasencia
2024S014224,22/04/2024,1900-01-01 09:45:00,CALL. ANASTASIA LOPEZ / CALL. SAN CUGAT DEL VALLES,1,8,FUENCARRAL-EL PARDO,Alcance,Despejado,Autobús,Conductor,De 35 a 39 años,Hombre,,,441264.0,4483222.0,N,,40.49762640529131,-3.6931550744765396,POINT (-3.6931550744765396 40.49762640529131),585,-1,afueras a valverde-san cugat
2024S014224,22/04/2024,1900-01-01 09:45:00,CALL. ANASTASIA LOPEZ / CALL. SAN CUGAT DEL VALLES,1,8,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,,,441264.0,4483222.0,N,,40.49762640529131,-3.6931550744765396,POINT (-3.6931550744765396 40.49762640529131),585,-1,afueras a valverde-san cugat
2024S014227,09/04/2024,1900-01-01 09:25:00,CALL. GUZMAN EL BUENO / CALL. MAX AUB,108,7,CHAMBERÍ,Atropello a persona,Despejado,Turismo,Conductor,De 70 a 74 años,Hombre,14.0,Sin asistencia sanitaria,439567.0,4477246.0,N,,40.44367054598016,-3.712610954920302,POINT (-3.712610954920302 40.44367054598016),565,-1,guzmán el bueno-san francisco de sales
2024S014227,09/04/2024,1900-01-01 09:25:00,CALL. GUZMAN EL BUENO / CALL. MAX AUB,108,7,CHAMBERÍ,Atropello a persona,Despejado,Turismo,Peatón,De 30 a 34 años,Mujer,3.0,Ingreso superior a 24 horas,439567.0,4477246.0,N,,40.44367054598016,-3.712610954920302,POINT (-3.712610954920302 40.44367054598016),565,-1,guzmán el bueno-san francisco de sales
2024S014228,22/04/2024,1900-01-01 09:07:00,"AVDA. AMERICA, 119",119,21,BARAJAS,Atropello a persona,Despejado,Turismo,Conductor,De 35 a 39 años,Mujer,14.0,Sin asistencia sanitaria,449418.0,4477908.0,N,,40.45029192135114,-3.5965096815010718,POINT (-3.5965096815010718 40.45029192135114),547,240,alcalá-ciudad pegaso
2024S014228,22/04/2024,1900-01-01 09:07:00,"AVDA. AMERICA, 119",119,21,BARAJAS,Atropello a persona,Despejado,Turismo,Peatón,De 40 a 44 años,Mujer,3.0,Ingreso superior a 24 horas,449418.0,4477908.0,N,,40.45029192135114,-3.5965096815010718,POINT (-3.5965096815010718 40.45029192135114),547,240,alcalá-ciudad pegaso
2024S014229,22/04/2024,1900-01-01 08:30:00,"CALL. CARDENAL SILICEO, 9",9,5,CHAMARTÍN,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,Desconocido,Desconocido,,,443091.0,4477369.0,N,,40.445027265420975,-3.6710706279556273,POINT (-3.6710706279556273 40.445027265420975),510,-1,calle del cardenal silíceo
2024S014229,22/04/2024,1900-01-01 08:30:00,"CALL. CARDENAL SILICEO, 9",9,5,CHAMARTÍN,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,443091.0,4477369.0,N,,40.445027265420975,-3.6710706279556273,POINT (-3.6710706279556273 40.445027265420975),510,-1,calle del cardenal silíceo
2024S014231,22/04/2024,1900-01-01 10:29:00,CALL. SAN FAUSTINO / CALL. BOLTAÑA,2,20,SAN BLAS-CANILLEJAS,Atropello a persona,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,14.0,Sin asistencia sanitaria,448326.0,4477620.0,N,,40.44763028003836,-3.609363436474161,POINT (-3.609363436474161 40.44763028003836),629,-1,calle de san faustino
2024S014231,22/04/2024,1900-01-01 10:29:00,CALL. SAN FAUSTINO / CALL. BOLTAÑA,2,20,SAN BLAS-CANILLEJAS,Atropello a persona,Despejado,Turismo,Pasajero,De 30 a 34 años,Mujer,14.0,Sin asistencia sanitaria,448326.0,4477620.0,N,,40.44763028003836,-3.609363436474161,POINT (-3.609363436474161 40.44763028003836),629,-1,calle de san faustino
2024S014231,22/04/2024,1900-01-01 10:29:00,CALL. SAN FAUSTINO / CALL. BOLTAÑA,2,20,SAN BLAS-CANILLEJAS,Atropello a persona,Despejado,Turismo,Peatón,De 70 a 74 años,Mujer,3.0,Ingreso superior a 24 horas,448326.0,4477620.0,N,,40.44763028003836,-3.609363436474161,POINT (-3.609363436474161 40.44763028003836),629,-1,calle de san faustino
2024S014232,22/04/2024,1900-01-01 10:20:00,CALL. ALISEDA / AVDA. POBLADOS,34,11,CARABANCHEL,Atropello a persona,Despejado,Turismo,Conductor,De 60 a 64 años,Mujer,14.0,Sin asistencia sanitaria,436998.0,4469489.0,N,,40.37360163808612,-3.7421336166977373,POINT (-3.7421336166977373 40.37360163808612),620,588,plaza de los navarros
2024S014232,22/04/2024,1900-01-01 10:20:00,CALL. ALISEDA / AVDA. POBLADOS,34,11,CARABANCHEL,Atropello a persona,Despejado,Turismo,Peatón,De 35 a 39 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,436998.0,4469489.0,N,,40.37360163808612,-3.7421336166977373,POINT (-3.7421336166977373 40.37360163808612),620,588,plaza de los navarros
2024S014233,22/04/2024,1900-01-01 08:58:00,"AUTOV. M-30, 15XC80",15XC80,11,CARABANCHEL,Alcance,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,,,439141.0,4472356.0,N,,40.39958821671897,-3.7171658941895624,POINT (-3.7171658941895624 40.39958821671897),538,1167,calle santa saturnina
2024S014233,22/04/2024,1900-01-01 08:58:00,"AUTOV. M-30, 15XC80",15XC80,11,CARABANCHEL,Alcance,Despejado,Turismo,Conductor,De 45 a 49 años,Mujer,,,439141.0,4472356.0,N,,40.39958821671897,-3.7171658941895624,POINT (-3.7171658941895624 40.39958821671897),538,1167,calle santa saturnina
2024S014234,22/04/2024,1900-01-01 08:30:00,SALIDA DEL TUNEL DE C/ MARÍA DE MOLINA A LA A-2,38,4,SALAMANCA,Alcance,Despejado,Autobús,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,443365.0,4476949.0,N,,40.441262406567645,-3.6678023851865627,POINT (-3.6678023851865627 40.441262406567645),510,665,avenida de américa
2024S014234,22/04/2024,1900-01-01 08:30:00,SALIDA DEL TUNEL DE C/ MARÍA DE MOLINA A LA A-2,38,4,SALAMANCA,Alcance,Despejado,Autobús,Pasajero,De 30 a 34 años,Hombre,14.0,Sin asistencia sanitaria,443365.0,4476949.0,N,,40.441262406567645,-3.6678023851865627,POINT (-3.6678023851865627 40.441262406567645),510,665,avenida de américa
2024S014234,22/04/2024,1900-01-01 08:30:00,SALIDA DEL TUNEL DE C/ MARÍA DE MOLINA A LA A-2,38,4,SALAMANCA,Alcance,Despejado,Turismo,Conductor,De 50 a 54 años,Mujer,5.0,Asistencia sanitaria ambulatoria con posterioridad,443365.0,4476949.0,N,,40.441262406567645,-3.6678023851865627,POINT (-3.6678023851865627 40.441262406567645),510,665,avenida de américa
2024S014237,22/04/2024,1900-01-01 11:45:00,"CALL. MARCELO USERA, 34",34,12,USERA,Colisión lateral,,Autobús,Conductor,De 45 a 49 años,Hombre,,,440425.0,4470900.0,N,,40.38656467415084,-3.7019000487598377,POINT (-3.7019000487598377 40.38656467415084),705,767,san antonio de padua
2024S014237,22/04/2024,1900-01-01 11:45:00,"CALL. MARCELO USERA, 34",34,12,USERA,Colisión lateral,,Turismo,Conductor,De 45 a 49 años,Hombre,,,440425.0,4470900.0,N,,40.38656467415084,-3.7019000487598377,POINT (-3.7019000487598377 40.38656467415084),705,767,san antonio de padua
2024S014241,22/04/2024,1900-01-01 11:20:00,CALL. ESFINGE / CALL. SAN NARCISO,1,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 35 a 39 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,448227.0,4477307.0,N,,40.444804430566954,-3.610505313116892,POINT (-3.610505313116892 40.444804430566954),680,350,calle del discóbolo
2024S014241,22/04/2024,1900-01-01 11:20:00,CALL. ESFINGE / CALL. SAN NARCISO,1,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 50 a 54 años,Mujer,14.0,Sin asistencia sanitaria,448227.0,4477307.0,N,,40.444804430566954,-3.610505313116892,POINT (-3.610505313116892 40.444804430566954),680,350,calle del discóbolo
2024S014241,22/04/2024,1900-01-01 11:20:00,CALL. ESFINGE / CALL. SAN NARCISO,1,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Peatón,De 55 a 59 años,Mujer,14.0,Sin asistencia sanitaria,448227.0,4477307.0,N,,40.444804430566954,-3.610505313116892,POINT (-3.610505313116892 40.444804430566954),680,350,calle del discóbolo
2024S014242,22/04/2024,1900-01-01 11:25:00,GTA. RIO URUBAMBA / SALIDA 5 M 40,0,16,HORTALEZA,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,Conductor,De 60 a 64 años,Hombre,3.0,Ingreso superior a 24 horas,446811.0,4479942.0,N,,40.46845257355607,-3.627422574250942,POINT (-3.627422574250942 40.46845257355607),685,183,tomás redondo-ribera del loira
2024S014242,22/04/2024,1900-01-01 11:25:00,GTA. RIO URUBAMBA / SALIDA 5 M 40,0,16,HORTALEZA,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 65 a 69 años,Hombre,14.0,Sin asistencia sanitaria,446811.0,4479942.0,N,,40.46845257355607,-3.627422574250942,POINT (-3.627422574250942 40.46845257355607),685,183,tomás redondo-ribera del loira
